P-384_Time_ms,P-384_Bytes_Total,x448_Time_ms,x448_Bytes_Total,p384_mlkem768_Time_ms,p384_mlkem768_Bytes_Total,x448_mlkem768_Time_ms,x448_mlkem768_Bytes_Total,mlkem768_Time_ms,mlkem768_Bytes_Total
8.56,0,6.06,0,17.66,0,6.38,0,4.69,0
8.84,0,6.18,0,14.52,0,5.9,0,4.26,0
8.48,0,5.09,0,15.38,0,6.2,0,4.25,0
9.44,0,5.1,0,15.08,0,6.17,0,4.41,0
9.25,0,5.08,0,16.1,0,5.9,0,5.9,0
8.87,0,5.0,0,14.85,0,6.01,0,5.75,0
8.83,0,5.44,0,15.82,0,5.89,0,4.26,0
8.85,0,5.28,0,14.97,0,5.85,0,4.2,0
9.03,0,5.77,0,15.76,0,5.95,0,4.26,0
9.07,0,6.56,0,14.84,0,5.91,0,4.39,0
8.95,0,5.24,0,15.8,0,6.0,0,4.54,0
9.02,0,5.72,0,14.87,0,5.9,0,5.44,0
9.57,0,6.18,0,15.75,0,5.9,0,5.19,0
9.32,0,5.3,0,15.03,0,6.0,0,4.59,0
9.64,0,6.1,0,15.98,0,6.09,0,4.4,0
9.37,0,5.84,0,15.0,0,6.67,0,4.42,0
9.07,0,5.79,0,15.62,0,7.4,0,4.4,0
10.52,0,5.19,0,15.17,0,7.1,0,4.64,0
9.07,0,5.37,0,16.64,0,6.67,0,5.21,0
10.06,0,5.4,0,15.1,0,7.21,0,4.68,0
8.44,0,5.43,0,15.46,0,6.72,0,4.38,0
8.59,0,6.14,0,16.24,0,6.34,0,4.44,0
8.28,0,5.22,0,15.75,0,6.21,0,4.38,0
9.05,0,5.07,0,15.45,0,5.87,0,4.63,0
8.71,0,5.93,0,15.78,0,5.91,0,5.31,0
10.3,0,5.24,0,15.73,0,5.9,0,4.72,0
9.26,0,5.08,0,15.2,0,5.87,0,4.42,0
9.01,0,5.3,0,15.97,0,5.84,0,4.46,0
9.09,0,5.63,0,16.24,0,5.89,0,4.42,0
9.44,0,5.4,0,16.27,0,5.88,0,4.56,0
9.06,0,5.18,0,15.05,0,6.02,0,4.5,0
9.56,0,5.24,0,14.92,0,5.86,0,5.17,0
8.7,0,5.11,0,14.72,0,5.88,0,4.9,0
8.58,0,6.26,0,14.36,0,6.13,0,4.38,0
9.06,0,5.13,0,13.95,0,6.05,0,4.37,0
9.31,0,5.93,0,14.68,0,5.88,0,4.37,0
11.31,0,5.07,0,15.58,0,6.38,0,4.39,0
9.55,0,5.1,0,15.85,0,6.63,0,4.56,0
8.91,0,4.94,0,15.69,0,6.52,0,6.45,0
8.74,0,4.98,0,15.07,0,6.35,0,4.99,0
9.21,0,4.96,0,15.57,0,6.29,0,4.42,0
10.35,0,4.95,0,15.49,0,5.67,0,4.32,0
9.35,0,4.91,0,14.66,0,5.58,0,4.36,0
9.74,0,4.78,0,16.26,0,5.66,0,4.38,0
8.76,0,4.8,0,14.93,0,5.7,0,5.37,0
8.62,0,5.3,0,15.61,0,5.72,0,5.9,0
8.88,0,4.96,0,15.49,0,5.79,0,5.28,0
9.83,0,4.93,0,15.41,0,6.76,0,4.35,0
9.22,0,6.83,0,15.26,0,6.56,0,4.23,0
8.61,0,4.93,0,15.25,0,7.12,0,4.33,0
8.55,0,5.33,0,15.29,0,7.08,0,4.68,0
8.99,0,5.12,0,15.06,0,6.43,0,5.03,0
9.29,0,6.16,0,14.63,0,6.19,0,5.8,0
9.05,0,5.17,0,14.4,0,6.15,0,4.24,0
8.86,0,5.15,0,14.38,0,6.04,0,4.42,0
9.94,0,5.81,0,15.19,0,5.68,0,4.39,0
8.18,0,5.59,0,14.22,0,5.83,0,4.36,0
7.96,0,5.12,0,15.85,0,5.76,0,4.92,0
8.15,0,5.04,0,14.31,0,5.73,0,5.29,0
8.86,0,5.07,0,14.61,0,5.64,0,4.51,0
8.31,0,5.28,0,14.96,0,5.66,0,4.45,0
7.67,0,5.23,0,15.51,0,5.71,0,4.34,0
8.02,0,5.16,0,14.31,0,5.82,0,4.39,0
7.99,0,5.12,0,14.83,0,5.94,0,4.42,0
8.55,0,5.34,0,14.52,0,6.48,0,4.95,0
8.68,0,5.47,0,15.64,0,6.35,0,4.63,0
8.42,0,6.08,0,15.2,0,5.93,0,4.41,0
7.69,0,5.13,0,15.64,0,5.73,0,4.38,0
9.06,0,6.88,0,15.0,0,5.7,0,4.47,0
8.13,0,6.39,0,16.07,0,5.72,0,4.45,0
8.13,0,5.48,0,14.87,0,5.65,0,4.39,0
8.04,0,5.68,0,14.78,0,5.72,0,4.68,0
8.88,0,5.93,0,14.66,0,5.61,0,4.7,0
8.24,0,5.17,0,14.51,0,5.61,0,4.41,0
9.78,0,5.03,0,15.42,0,6.0,0,4.38,0
9.22,0,5.03,0,14.39,0,5.92,0,4.44,0
8.2,0,5.12,0,14.65,0,6.16,0,4.47,0
7.92,0,5.12,0,14.74,0,5.71,0,4.68,0
8.05,0,5.11,0,14.47,0,5.73,0,4.61,0
9.29,0,5.39,0,15.03,0,5.71,0,4.25,0
8.67,0,5.45,0,14.22,0,5.73,0,4.23,0
9.9,0,5.78,0,14.68,0,5.68,0,4.23,0
8.88,0,6.27,0,14.61,0,5.72,0,4.4,0
9.58,0,6.63,0,15.15,0,5.71,0,5.25,0
8.59,0,6.33,0,14.92,0,6.07,0,4.86,0
8.78,0,6.03,0,15.22,0,6.43,0,4.41,0
8.5,0,5.32,0,16.27,0,6.54,0,4.38,0
10.86,0,8.45,0,15.45,0,6.66,0,4.39,0
8.44,0,5.85,0,14.95,0,6.21,0,4.35,0
8.7,0,5.95,0,15.13,0,7.17,0,5.0,0
8.25,0,5.36,0,14.86,0,6.05,0,5.21,0
9.54,0,5.04,0,15.04,0,5.68,0,4.93,0
9.12,0,6.12,0,14.62,0,5.7,0,4.54,0
8.56,0,5.95,0,14.77,0,5.69,0,4.35,0
8.89,0,5.42,0,14.94,0,5.7,0,4.44,0
8.03,0,5.1,0,14.4,0,5.89,0,4.36,0
7.92,0,5.24,0,14.41,0,5.76,0,4.99,0
7.6,0,5.06,0,14.87,0,5.7,0,5.12,0
8.48,0,5.74,0,15.36,0,6.07,0,4.97,0
9.29,0,5.12,0,15.27,0,6.43,0,4.41,0
8.68,0,5.79,0,14.99,0,6.38,0,4.24,0
9.8,0,5.63,0,15.32,0,6.72,0,4.22,0
9.15,0,5.06,0,16.67,0,6.08,0,4.25,0
8.79,0,5.91,0,14.94,0,6.63,0,5.2,0
8.76,0,5.38,0,15.22,0,5.86,0,5.6,0
8.79,0,5.07,0,15.62,0,5.73,0,4.54,0
8.92,0,5.36,0,15.48,0,5.7,0,4.35,0
9.34,0,5.78,0,14.91,0,6.35,0,4.26,0
8.24,0,5.1,0,15.08,0,5.71,0,4.22,0
8.35,0,5.19,0,14.89,0,5.49,0,5.12,0
7.54,0,5.47,0,14.29,0,5.71,0,5.5,0
7.83,0,5.73,0,13.87,0,5.84,0,4.28,0
7.54,0,5.63,0,14.05,0,6.21,0,4.23,0
7.59,0,7.32,0,15.05,0,6.15,0,4.41,0
7.6,0,5.71,0,14.86,0,6.2,0,4.37,0
7.89,0,5.86,0,16.84,0,6.14,0,4.45,0
7.65,0,5.86,0,14.37,0,5.51,0,4.92,0
7.68,0,5.11,0,14.51,0,5.8,0,5.5,0
7.55,0,4.95,0,14.66,0,5.67,0,4.79,0
7.54,0,5.02,0,15.56,0,5.71,0,4.45,0
7.57,0,4.93,0,15.04,0,5.75,0,4.25,0
7.54,0,4.96,0,15.92,0,5.69,0,4.55,0
7.59,0,4.99,0,14.64,0,5.68,0,4.5,0
7.75,0,5.19,0,15.32,0,6.16,0,4.53,0
8.15,0,7.44,0,15.03,0,6.2,0,4.71,0
9.17,0,5.53,0,15.01,0,6.63,0,4.3,0
8.31,0,5.46,0,14.37,0,6.28,0,4.42,0
8.33,0,6.55,0,14.54,0,5.88,0,4.29,0
8.43,0,6.74,0,14.03,0,6.76,0,4.8,0
8.41,0,6.88,0,14.71,0,5.84,0,5.0,0
8.24,0,7.68,0,14.07,0,5.65,0,4.09,0
8.23,0,6.18,0,14.87,0,5.58,0,4.25,0
8.21,0,7.32,0,14.68,0,5.56,0,4.22,0
8.02,0,5.15,0,15.03,0,5.52,0,4.5,0
7.79,0,5.26,0,15.54,0,5.67,0,4.7,0
8.2,0,5.35,0,15.01,0,5.73,0,5.19,0
8.27,0,5.17,0,14.88,0,6.07,0,4.46,0
9.16,0,6.57,0,14.71,0,6.14,0,4.39,0
8.54,0,6.35,0,18.3,0,6.55,0,4.33,0
8.87,0,6.5,0,15.34,0,6.1,0,4.43,0
8.9,0,5.14,0,14.63,0,5.75,0,4.42,0
8.07,0,5.07,0,13.98,0,5.96,0,5.58,0
7.81,0,5.43,0,14.63,0,5.65,0,4.97,0
8.26,0,5.19,0,14.32,0,5.75,0,5.59,0
8.16,0,5.14,0,14.39,0,5.67,0,4.31,0
9.16,0,5.5,0,15.0,0,5.7,0,4.2,0
8.18,0,5.65,0,14.29,0,6.37,0,4.2,0
8.08,0,6.86,0,16.66,0,6.11,0,5.12,0
10.84,0,6.8,0,13.9,0,6.44,0,5.23,0
8.32,0,5.71,0,13.92,0,6.79,0,4.13,0
8.42,0,5.98,0,14.26,0,6.21,0,4.21,0
8.24,0,4.96,0,15.73,0,6.99,0,4.2,0
8.45,0,4.88,0,14.35,0,6.51,0,4.51,0
10.14,0,5.03,0,13.97,0,6.41,0,5.32,0
10.16,0,5.12,0,14.81,0,6.53,0,4.43,0
9.0,0,5.33,0,14.73,0,5.75,0,4.22,0
9.76,0,6.08,0,14.32,0,5.71,0,4.3,0
8.95,0,6.04,0,14.82,0,5.75,0,4.94,0
8.54,0,5.37,0,14.34,0,5.94,0,4.34,0
8.44,0,5.66,0,15.47,0,5.74,0,5.17,0
9.71,0,5.7,0,14.96,0,5.8,0,4.12,0
10.26,0,5.05,0,14.67,0,6.17,0,4.25,0
8.98,0,5.07,0,14.5,0,5.72,0,4.23,0
10.03,0,5.31,0,14.64,0,6.44,0,4.5,0
9.77,0,5.13,0,14.38,0,6.58,0,4.9,0
9.41,0,5.12,0,14.62,0,7.16,0,4.8,0
9.59,0,5.56,0,15.35,0,6.19,0,4.2,0
10.2,0,5.52,0,14.67,0,5.86,0,4.18,0
8.58,0,5.92,0,14.58,0,5.7,0,4.22,0
8.54,0,5.53,0,14.58,0,5.78,0,4.22,0
9.0,0,5.24,0,16.62,0,5.66,0,4.65,0
8.83,0,4.98,0,15.82,0,5.68,0,4.55,0
9.67,0,5.75,0,15.1,0,5.68,0,4.42,0
9.23,0,5.1,0,15.81,0,6.32,0,4.33,0
9.47,0,5.03,0,15.67,0,5.71,0,4.96,0
9.06,0,5.48,0,16.09,0,5.74,0,4.24,0
12.41,0,5.2,0,15.68,0,5.88,0,4.39,0
9.41,0,5.1,0,15.62,0,6.04,0,5.06,0
9.97,0,5.79,0,14.74,0,6.05,0,4.21,0
9.43,0,5.27,0,15.48,0,5.54,0,4.12,0
8.96,0,5.71,0,14.29,0,5.95,0,4.14,0
8.63,0,5.42,0,15.52,0,5.76,0,4.18,0
8.52,0,5.34,0,15.37,0,5.61,0,5.31,0
8.53,0,5.89,0,15.02,0,5.66,0,4.27,0
10.25,0,5.98,0,14.61,0,5.67,0,4.2,0
9.57,0,5.45,0,14.39,0,6.0,0,4.24,0
9.76,0,6.92,0,15.03,0,5.83,0,4.28,0
9.95,0,6.49,0,14.23,0,6.13,0,5.38,0
8.48,0,8.65,0,14.17,0,6.18,0,4.75,0
8.61,0,6.52,0,14.19,0,5.52,0,4.31,0
8.66,0,6.58,0,14.1,0,5.76,0,4.24,0
9.13,0,8.27,0,14.48,0,5.7,0,4.36,0
9.1,0,5.36,0,13.76,0,5.71,0,4.23,0
9.18,0,5.9,0,14.38,0,5.69,0,4.18,0
9.21,0,5.7,0,14.81,0,5.76,0,4.34,0
9.0,0,7.39,0,14.64,0,5.89,0,5.09,0
9.18,0,6.64,0,13.41,0,6.68,0,4.85,0
9.19,0,7.0,0,13.67,0,6.07,0,5.3,0
8.57,0,5.29,0,13.98,0,6.99,0,4.38,0
8.55,0,5.32,0,14.22,0,6.17,0,4.26,0
9.88,0,6.25,0,17.35,0,5.89,0,4.22,0
9.6,0,5.17,0,19.83,0,5.7,0,4.26,0
8.92,0,5.18,0,16.13,0,5.67,0,4.23,0
9.05,0,5.58,0,13.89,0,5.68,0,4.3,0
9.24,0,5.27,0,14.97,0,5.71,0,4.79,0
8.73,0,5.91,0,14.04,0,5.67,0,4.87,0
8.68,0,5.11,0,14.29,0,5.72,0,4.77,0
8.49,0,5.24,0,16.88,0,5.73,0,4.29,0
8.58,0,4.96,0,14.95,0,5.76,0,4.32,0
8.54,0,5.58,0,14.21,0,6.04,0,4.25,0
9.15,0,5.5,0,14.17,0,6.2,0,5.76,0
11.76,0,5.01,0,13.96,0,6.18,0,4.6,0
9.14,0,6.86,0,18.6,0,6.07,0,4.69,0
9.3,0,5.19,0,1077.9,0,6.49,0,4.08,0
9.42,0,5.33,0,15.54,0,5.73,0,5.7,0
9.22,0,5.0,0,15.34,0,5.74,0,4.18,0
10.77,0,4.86,0,16.2,0,5.69,0,4.28,0
10.67,0,5.85,0,14.87,0,5.95,0,5.01,0
8.64,0,4.92,0,19.44,0,5.68,0,4.42,0
11.03,0,4.96,0,1270.83,0,5.83,0,4.31,0
12.09,0,5.07,0,17.33,0,6.03,0,4.19,0
11.71,0,5.23,0,1036.61,0,6.55,0,4.3,0
12.87,0,5.32,0,21.99,0,6.37,0,4.37,0
12.53,0,5.31,0,240.67,0,6.17,0,4.88,0
11.92,0,4.76,0,240.17,0,5.58,0,4.65,0
10.11,0,4.9,0,26.69,0,5.6,0,4.3,0
9.63,0,4.92,0,1048.8,0,5.6,0,4.24,0
9.4,0,5.44,0,1076.34,0,5.61,0,4.24,0
10.36,0,5.08,0,15.29,0,5.57,0,4.57,0
10.69,0,5.08,0,15.18,0,5.76,0,5.0,0
11.36,0,5.69,0,15.62,0,5.73,0,4.22,0
8.9,0,5.99,0,15.24,0,5.85,0,4.24,0
14.65,0,5.78,0,19.67,0,7.01,0,4.25,0
11.52,0,6.29,0,18.59,0,6.79,0,4.39,0
11.52,0,6.11,0,14.74,0,6.34,0,5.18,0
9.6,0,6.06,0,14.36,0,6.15,0,4.21,0
12.93,0,5.22,0,14.71,0,5.72,0,4.3,0
11.68,0,4.97,0,14.41,0,5.67,0,4.08,0
11.55,0,5.42,0,14.7,0,5.71,0,4.25,0
9.47,0,4.9,0,1480.18,0,5.73,0,5.15,0
10.63,0,5.85,0,16.04,0,5.67,0,4.4,0
8.69,0,5.68,0,15.57,0,5.72,0,4.23,0
11.37,0,5.44,0,17.2,0,5.57,0,4.25,0
9.27,0,5.23,0,237.73,0,5.75,0,4.29,0
10.9,0,5.59,0,15.47,0,6.68,0,4.63,0
9.05,0,5.52,0,231.18,0,6.88,0,4.56,0
9.96,0,4.87,0,16.22,0,6.25,0,4.36,0
8.75,0,5.38,0,1261.25,0,5.54,0,4.28,0
12.67,0,4.92,0,21.27,0,5.62,0,4.27,0
9.48,0,5.23,0,1041.92,0,5.93,0,4.21,0
9.59,0,5.46,0,1065.14,0,5.71,0,4.31,0
9.3,0,4.88,0,238.7,0,5.79,0,5.1,0
9.4,0,4.95,0,640.06,0,6.44,0,4.94,0
8.71,0,4.91,0,1066.54,0,6.0,0,4.22,0
8.78,0,4.95,0,15.14,0,6.56,0,4.29,0
9.22,0,6.08,0,14.89,0,6.97,0,4.2,0
11.76,0,4.98,0,15.93,0,5.87,0,4.27,0
10.3,0,4.88,0,14.93,0,5.88,0,4.87,0
